,Unnamed: 0,lat,lon,timestamp,amenity,name,brand:wikidata,cuisine,brand,chain_name,city,cluster
1001,1001,49.2445676,-123.1537958,2016-06-06T23:44:27.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Vancouver,-1
1002,1002,49.1342573,-122.8867223,2019-09-02T22:08:25.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Surrey,40
1003,1003,49.1332371,-123.158294,2019-04-01T17:54:11.000-07:00,fast_food,Panago,Q17111672,pizza,,Panago,Richmond,-1
1004,1004,49.0274027,-122.2659324,2019-09-02T22:08:25.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,Abbotsford,50
1005,1005,49.0604509,-122.38281,2019-10-02T16:09:27.000-07:00,fast_food,Wendy's,Q550258,burger,,Wendy's,Abbotsford,34
1006,1006,49.2584314,-123.0306853,2019-09-02T22:08:25.000-07:00,restaurant,Boston Pizza,Q894578,american,,Boston Pizza,Vancouver,17
1007,1007,49.1916142,-122.9475897,2017-12-14T06:56:16.000-08:00,fast_food,Marble Slab Creamery,Q17020087,ice_cream,,Marble Slab Creamery,New Westminster,28
1008,1008,49.2740162,-123.122343,2020-02-19T07:58:37.000-08:00,fast_food,DQ Orange Julius,Q3355059,burger,,Orange Julius,Vancouver,0
1009,1009,49.2813643,-123.0125369,2019-09-13T13:57:05.000-07:00,fast_food,Domino's Pizza,Q839466,pizza,,Domino's Pizza,Burnaby,41
1010,1010,49.2809182,-123.0129462,2019-09-13T13:57:05.000-07:00,fast_food,Freshslice Pizza,Q5503082,pizza,,Freshslice Pizza,Burnaby,41
1011,1011,49.2858989,-123.1122871,2019-05-13T07:07:35.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Vancouver,0
1012,1012,49.0500445,-122.3243424,2019-09-02T22:08:25.000-07:00,fast_food,Quiznos,Q1936229,sandwich,,Quiznos,Abbotsford,14
1013,1013,49.1571359,-122.7791828,2019-10-27T17:08:25.000-07:00,fast_food,A&W,Q2818848,burger,,A&W,Surrey,37
1014,1014,49.254425,-123.0233058,2019-03-22T02:56:56.000-07:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Burnaby,17
1015,1015,49.1946688,-122.844843,2020-03-06T21:04:06.000-08:00,fast_food,Papa John's,Q2759586,pizza,,Papa John's,Surrey,29
1016,1016,49.2005315,-122.9182651,2014-04-23T18:57:35.000-07:00,restaurant,Boston Pizza,Q894578,american,,Boston Pizza,New Westminster,51
1017,1017,49.2286146,-122.8930237,2019-09-02T22:08:25.000-07:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,New Westminster,-1
1018,1018,49.0447393,-122.2217414,2016-10-24T12:38:26.000-07:00,fast_food,Freshslice Pizza,Q5503082,pizza,,Freshslice Pizza,Abbotsford,48
1019,1019,49.0545384,-122.3706645,2018-04-11T19:33:05.000-07:00,fast_food,Pita Pit,Q7757289,sandwich,,Pita Pit,Abbotsford,34
1020,1020,49.0548927,-122.3714839,2019-09-13T13:56:49.000-07:00,fast_food,Carl's Jr.,Q1043486,burger,,Carl's Jr.,Abbotsford,34
1021,1021,49.336875,-123.1008316,2015-05-15T03:59:53.000-07:00,fast_food,Subway,Q244457,sandwich,,Subway,,-1
1022,1022,49.2823076,-122.8261405,2019-08-18T09:12:44.000-07:00,restaurant,FreshSlice Pizza,Q5503082,pizza,,Freshslice Pizza,Port Moody,21
1023,1023,49.1569353,-122.7811046,2014-05-20T20:10:21.000-07:00,fast_food,Quiznos,Q1936229,sandwich,,Quiznos,Surrey,37
1024,1024,49.1583928,-122.7802234,2019-09-13T13:57:04.000-07:00,restaurant,Pizza Hut,Q191615,pizza,,Pizza Hut,Surrey,37
1025,1025,49.114419,-122.6752938,2014-08-07T06:08:59.000-07:00,fast_food,Thai Express,Q7711610,thai,,Thaï Express,,15
1026,1026,49.0509808,-122.3246777,2019-09-02T22:08:25.000-07:00,cafe,Starbucks,Q37158,coffee_shop,,Starbucks,Abbotsford,14
